id,title,filtered_words_str,label
F246,Government Cover-Up Confirmed by Sources,"table,daughter,top,discussion.,build,institution,assume,oil,fill.,kind,oil,executive,enter,price,media.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
F183,Aliens Confirmed by Sources,"like,debate,collection,fall.,—,shocking,claims,aliens,surface,internet.",FAKE
R063,New Report on Policy,"build,bed,realize,behind,face,system,model.,experts,discuss,ongoing,developments,policy.",REAL
R005,New Report on Election,"cause,sing,include,arm,form,again.,federal,agreement,message,arrive,long.,impact,need,approach,production,thought.,experts,discuss,ongoing,developments,election.",REAL
R084,New Report on Election,"response,someone,car,short.,argue,cold,house,represent,yet.,experts,discuss,ongoing,developments,election.",REAL
R124,New Report on Education,"situation,toward,building,article,daughter,bad,market.,simple,right,economic,seek,former.,experts,discuss,ongoing,developments,education.",REAL
R118,New Report on Research,"along,school,people,hard,class.,fear,hand,reflect,ago.,ago,evidence,baby.,experts,discuss,ongoing,developments,research.",REAL
F001,Aliens Confirmed by Sources,"today,hit,gas,buy.,school,seven,material,according,offer,nor.,feel,recognize,discuss,fast,bad,receive.,—,shocking,claims,aliens,surface,internet.",FAKE
F007,Immortal Jellyfish Confirmed by Sources,"soon,voice,move,agreement,evening,surface.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F046,Mind Control Confirmed by Sources,"sign,garden,push,stop.,draw,imagine,work,factor,well,song,help.,pretty,team,instead,either,contain.,—,shocking,claims,mind,control,surface,internet.",FAKE
R103,New Report on Research,"send,traditional,deal.,positive,wonder,change,among,hit,rise,politics,group.,experts,discuss,ongoing,developments,research.",REAL
R037,New Report on Budget Report,"fire,rather,space,eat.,look,stop,father,little,company,perform,billion.,leader,help,approach,affect,rather.,experts,discuss,ongoing,developments,budget,report.",REAL
F193,Secret Cure Confirmed by Sources,"current,join,cut,military,practice,exist,early.,action,arm,name,cause.,letter,town,enough,keep,hold,red.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R166,New Report on Election,"teacher,onto,mind,many,wonder,generation.,wife,performance,trade,account,heavy,buy,somebody,never.,experts,discuss,ongoing,developments,election.",REAL
F017,Immortal Jellyfish Confirmed by Sources,"notice,anything.,business,party,drug,writer,follow,sort.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R008,New Report on Economic Growth,"successful,difference,arm,sing,weight.,experts,discuss,ongoing,developments,economic,growth.",REAL
F071,Celebrity Scandal Confirmed by Sources,"training,practice,pass.,consider,responsibility,training.,fill,available,body.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
F028,Mind Control Confirmed by Sources,"fire,future,hot,effect.,several,back,defense,entire,walk.,man,society,time,system,assume,one,around.,—,shocking,claims,mind,control,surface,internet.",FAKE
F227,Immortal Jellyfish Confirmed by Sources,"democratic,meeting,worker,process.,foot,law,drop,main,value,radio,that.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R200,New Report on Public Health,"animal,manager,program,detail,suggest,real.,value,final,hour,friend,short,bit,administration.,experts,discuss,ongoing,developments,public,health.",REAL
R225,New Report on Climate Change,"loss,long,still,onto,local,consider.,garden,way,word,seat,run,north,night,anything.,one,present,probably,increase.,experts,discuss,ongoing,developments,climate,change.",REAL
R062,New Report on Budget Report,"prepare,risk,learn,dark,mrs,heavy,challenge.,former,voice,week.,wonder,better,view,eat,answer,boy.,experts,discuss,ongoing,developments,budget,report.",REAL
F033,Hoax Confirmed by Sources,"improve,management,read,painting,economy.,issue,respond,administration,war,us,but.,—,shocking,claims,hoax,surface,internet.",FAKE
F012,Hoax Confirmed by Sources,"provide,near,defense,pattern,exist,claim.,available,anything,computer,evening,policy.,already,book,sea.,—,shocking,claims,hoax,surface,internet.",FAKE
R121,New Report on Research,"avoid,cup,claim,single.,live,arrive,little,possible,court,everybody.,live,school,employee,commercial,manage,them.,experts,discuss,ongoing,developments,research.",REAL
F210,Aliens Confirmed by Sources,"training,protect,knowledge,research.,hand,poor,put,view,population,direction,raise.,process,son,year,hand,drop,over.,—,shocking,claims,aliens,surface,internet.",FAKE
F151,Hoax Confirmed by Sources,"need,leader,democratic.,view,notice,commercial,threat,treatment.,resource,hour,tough,analysis.,—,shocking,claims,hoax,surface,internet.",FAKE
F099,Secret Cure Confirmed by Sources,"yeah,new,across,important,serious.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R090,New Report on Technology Breakthrough,"new,bar,red,treatment,nature,radio,total.,food,area,quality,parent,buy,office.,create,add,type.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R125,New Report on Budget Report,"capital,career,collection.,fast,officer,dinner,live,despite,sport.,experts,discuss,ongoing,developments,budget,report.",REAL
R091,New Report on Climate Change,"side,industry,politics,long.,responsibility,responsibility,peace,wonder,special,share,cold.,experts,discuss,ongoing,developments,climate,change.",REAL
R157,New Report on Climate Change,"prove,cold,water,within,tv.,able,respond,executive,computer,policy,different.,memory,actually,assume,here.,walk,table,walk,series.,experts,discuss,ongoing,developments,climate,change.",REAL
F098,Miracle Drug Confirmed by Sources,"still,process,republican,phone,resource,seek,opportunity.,term,certainly,perform.,decision,hot.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
F164,Immortal Jellyfish Confirmed by Sources,"small,particular,product.,large,population,station,weight,majority,outside,particular.,memory,ok,lot,oil,measure.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R050,New Report on Economic Growth,"account,ever,experience,ready,watch,various,hour.,music,certain,physical,capital,likely.,scientist,weight,class,type,gun,create,whether.,experts,discuss,ongoing,developments,economic,growth.",REAL
R249,New Report on Climate Change,"foot,stop,record,democrat,effort.,meet,threat,meeting,pick,professional,large.,experts,discuss,ongoing,developments,climate,change.",REAL
R093,New Report on Election,"possible,color,fall,lead,forward,glass.,strong,admit,mean,style.,experts,discuss,ongoing,developments,election.",REAL
R131,New Report on Education,"general,let,happy,front.,industry,rest,participant,prove.,interesting,always,look,within,let,term.,experts,discuss,ongoing,developments,education.",REAL
F107,Flat Earth Confirmed by Sources,"quickly,store,many.,relationship,wind,million,network.,security,interview,cut,shoulder,author,window.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F153,Hoax Confirmed by Sources,"involve,test,forward,anything,defense,small,either.,citizen,second,tree,summer.,nation,dream.,—,shocking,claims,hoax,surface,internet.",FAKE
F091,Flat Earth Confirmed by Sources,"central,task,rule,paper.,radio,six,life,ready.,—,shocking,claims,flat,earth,surface,internet.",FAKE
R246,New Report on Economic Growth,"pay,half,call,sense,north,report.,window,finish,radio,value,level,operation,hold.,benefit,focus,effort.,experts,discuss,ongoing,developments,economic,growth.",REAL
F004,Secret Cure Confirmed by Sources,"read,forward,defense,economy,win,move,ago.,set,method,audience,series.,behavior,scientist,of.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F220,Celebrity Scandal Confirmed by Sources,"travel,card,thing,couple,expert,light,control.,win,find,feeling,others,none,condition.,training,model,stock.,wife,democrat,mention,character,try.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
F121,Hoax Confirmed by Sources,"imagine,bill,knowledge,writer,red,scene.,throughout,people.,—,shocking,claims,hoax,surface,internet.",FAKE
F245,Mind Control Confirmed by Sources,"behavior,central,music.,day,remain,claim,hospital,throughout,throw,fly,main.,character,write,watch,assume.,—,shocking,claims,mind,control,surface,internet.",FAKE
R035,New Report on Climate Change,"often,quality,catch.,experts,discuss,ongoing,developments,climate,change.",REAL
R024,New Report on Education,"consumer,thought,move.,experts,discuss,ongoing,developments,education.",REAL
F079,Miracle Drug Confirmed by Sources,"perhaps,suffer,region,line,notice,bar.,rich,value,charge,nice.,majority,around,season,store.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R094,New Report on Policy,"brother,majority,somebody,change,something,interview.,scene,wait,sign,leg,choice,ability,daughter.,experts,discuss,ongoing,developments,policy.",REAL
R040,New Report on Policy,"without,behavior,value,loss,interest.,social,something,meet,commercial,model,forget,woman.,experts,discuss,ongoing,developments,policy.",REAL
F170,Immortal Jellyfish Confirmed by Sources,"market,even,traditional,grow,foot,position,husband.,describe,travel,make.,appear,six,remain.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F130,Immortal Jellyfish Confirmed by Sources,"wait,buy,tell.,society,establish,past,anything,site,much.,term,whether,investment,order,consumer.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R085,New Report on Economic Growth,"beautiful,everybody,may,happen,lawyer,usually,pattern,line.,six,open,early,manager.,around,century,health.,serve,leave,wait.,experts,discuss,ongoing,developments,economic,growth.",REAL
R054,New Report on Budget Report,"boy,capital,heavy.,bring,offer,head,practice.,experts,discuss,ongoing,developments,budget,report.",REAL
R047,New Report on Technology Breakthrough,"collection,federal,chance,black,successful,top,spring.,shoulder,detail,listen,will.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R199,New Report on Economic Growth,"look,company,machine,shake,enjoy.,mission,region,career,rate,sense,management,total,energy.,little,foot,view,hold.,prepare,ago,management.,experts,discuss,ongoing,developments,economic,growth.",REAL
F062,Miracle Drug Confirmed by Sources,"better,building,agent,citizen,professional.,campaign,act,work,vote.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R244,New Report on Technology Breakthrough,"behind,half,particularly,quickly,know.,might,hotel,catch,for.,term,system,pick,matter,list,window,send.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R107,New Report on Election,"remember,data,page,help,seven.,american,onto,leader,security,various.,bad,check,understand,ground,teacher,smile.,experts,discuss,ongoing,developments,election.",REAL
F148,Aliens Confirmed by Sources,"chair,discuss,economy,yeah,our.,wear,increase,hour,security,wife,summer,notice.,—,shocking,claims,aliens,surface,internet.",FAKE
F023,Mind Control Confirmed by Sources,"cold,front,campaign,dinner,without.,star,type,subject,moment,single,center.,—,shocking,claims,mind,control,surface,internet.",FAKE
R075,New Report on Budget Report,"determine,save,turn,at.,official,congress,near,fish.,experts,discuss,ongoing,developments,budget,report.",REAL
R220,New Report on Public Health,"sea,process,pick,team,race,feel.,experts,discuss,ongoing,developments,public,health.",REAL
R099,New Report on Economic Growth,"several,bad,vote,push.,plant,gun,know,head,decision,suddenly.,experts,discuss,ongoing,developments,economic,growth.",REAL
F066,Flat Earth Confirmed by Sources,"involve,try,usually,guy,sort,machine,ten,quality.,argue,short,star.,happy,middle,worker,key,general,stage.,bar,alone,term,rest,training,physical.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F060,Flat Earth Confirmed by Sources,"away,brother,research,thank.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F022,Government Cover-Up Confirmed by Sources,"total,force,traditional,turn,administration,floor,catch.,leader,learn,throw,tell,us,feeling.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
F127,Mind Control Confirmed by Sources,"movement,forget,quite,season,authority.,inside,six,personal,woman,process,join.,—,shocking,claims,mind,control,surface,internet.",FAKE
R212,New Report on Education,"thus,political,candidate.,whole,trip,age,theory.,manager,student,continue,determine,performance.,experts,discuss,ongoing,developments,education.",REAL
F119,Mind Control Confirmed by Sources,"sell,body.,cultural,main,agent,really,statement,special.,oil,natural,half,another,age.,—,shocking,claims,mind,control,surface,internet.",FAKE
F103,Hoax Confirmed by Sources,"imagine,ability,report,power,science,choose.,strategy,large,rise.,—,shocking,claims,hoax,surface,internet.",FAKE
F191,Mind Control Confirmed by Sources,"big,suffer,one,situation,response,through.,return,term,senior,perform.,laugh,new,magazine,unit,investment.,—,shocking,claims,mind,control,surface,internet.",FAKE
F002,Mind Control Confirmed by Sources,"account,lay,firm,growth.,care,realize,glass,agree.,—,shocking,claims,mind,control,surface,internet.",FAKE
R155,New Report on Election,"interview,else,response,best,race.,issue,yard,hot,model,player.,use,child,ready,affect,quite,point.,experts,discuss,ongoing,developments,election.",REAL
R006,New Report on Technology Breakthrough,"join.,door,determine,human,almost.,congress,somebody,really.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
F086,Government Cover-Up Confirmed by Sources,"thousand,smile,case.,science,machine,attorney,material,assume,beat.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R168,New Report on Election,"treatment,back,notice,condition,fund,almost.,look,find,cover,ground.,left,everybody,company,light,black,beautiful,sort.,necessary,total,free,population,risk.,experts,discuss,ongoing,developments,election.",REAL
R077,New Report on Public Health,"job,identify,author,audience,material,simple.,experts,discuss,ongoing,developments,public,health.",REAL
F209,Hoax Confirmed by Sources,"tell,sea,peace,program,go.,among,race,hundred,several.,scientist,particularly,year,toward,fine,act,another.,—,shocking,claims,hoax,surface,internet.",FAKE
R236,New Report on Public Health,"sign,able,special,foreign.,mr,agent,imagine.,prove,three,former.,experts,discuss,ongoing,developments,public,health.",REAL
F186,Aliens Confirmed by Sources,"employee,rest,important.,—,shocking,claims,aliens,surface,internet.",FAKE
R243,New Report on Public Health,"television,feeling,pattern,light,ever,war.,produce,laugh,candidate,their.,lead,board,garden,perhaps,whose.,experts,discuss,ongoing,developments,public,health.",REAL
F094,Immortal Jellyfish Confirmed by Sources,"painting,issue,new,hair.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R032,New Report on Economic Growth,"including,machine,lose,glass,course.,huge,finally,help,interest,network.,experts,discuss,ongoing,developments,economic,growth.",REAL
R033,New Report on Education,"close,effort,beat,total,participant,north,none.,subject,plan,age.,decide,year,drop,late.,experts,discuss,ongoing,developments,education.",REAL
R045,New Report on Technology Breakthrough,"quality,business,probably,rule.,rise,collection,each.,film,leg,voice,worry,maybe,dream,soldier.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R116,New Report on Education,"space,inside,media,minute.,experts,discuss,ongoing,developments,education.",REAL
F056,Celebrity Scandal Confirmed by Sources,"protect,budget,third,your.,edge,red,simple,discussion.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R043,New Report on Policy,"majority,service,compare,risk,order.,worker,knowledge,home,analysis,fire,back.,ok,number,anyone.,kitchen,assume,seek,operation.,experts,discuss,ongoing,developments,policy.",REAL
R145,New Report on Economic Growth,"ten,reveal,might,sell.,support,direction,one,full,building,debate.,live,enjoy,cover,produce,simply,together,foot.,become,standard,produce,owner,theory.,experts,discuss,ongoing,developments,economic,growth.",REAL
F200,Secret Cure Confirmed by Sources,"seek,view,drug,hold,financial,professional.,piece,always,weight.,office,direction,according,employee.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F034,Celebrity Scandal Confirmed by Sources,"glass,ball,job,rule.,reach,exist,apply.,hear,nature,protect,both.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
F149,Secret Cure Confirmed by Sources,"shake,none,series,town.,another,begin,training.,evening,impact,sit,sit.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F051,Secret Cure Confirmed by Sources,"show,parent,single,important,enter.,culture,society,top,standard,popular.,lose,chance,set,case,why.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F089,Flat Earth Confirmed by Sources,"around,democrat,future,step,college,station,already.,girl,among,remain,area,media,consider.,purpose,red,group,spend,argue,player.,economic,research,try,room,week,land,body,them.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F135,Flat Earth Confirmed by Sources,"huge,speak,season,prevent,rest,car,rock,realize.,budget,general,site,type.,film,turn,simple.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F088,Government Cover-Up Confirmed by Sources,"phone,piece,meet,professional,still,crime.,stay,let,animal,enjoy,dark,method.,seven,popular,project,person,air.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R010,New Report on Election,"thus,age,young,home,soldier.,music,season,major,agree,process.,black,improve,begin,candidate,six,serious.,experts,discuss,ongoing,developments,election.",REAL
R211,New Report on Policy,"phone,affect,mouth,particularly,resource.,series,news,apply,cut,like,green.,experts,discuss,ongoing,developments,policy.",REAL
F204,Miracle Drug Confirmed by Sources,"politics,turn,cultural,outside,officer,than.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
F168,Miracle Drug Confirmed by Sources,"federal,investment,picture,begin,seat,movie.,difficult,matter,check,forward,position,say.,politics,process.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R011,New Report on Public Health,"reveal,billion,west.,discuss,instead,seven,indeed,executive,new,visit.,experts,discuss,ongoing,developments,public,health.",REAL
R232,New Report on Climate Change,"role,pattern,reason,rise,age,memory,yourself.,surface,rest,nothing.,experts,discuss,ongoing,developments,climate,change.",REAL
R042,New Report on Public Health,"individual,surface,effect,probably.,true,tonight,yet,tell.,top,laugh,newspaper,approach,method,level.,concern,couple,between.,experts,discuss,ongoing,developments,public,health.",REAL
F182,Hoax Confirmed by Sources,"congress,summer,return,social,situation.,—,shocking,claims,hoax,surface,internet.",FAKE
F036,Miracle Drug Confirmed by Sources,"knowledge,although,experience,note,year.,reduce,give,radio,music.,clear,best,throw,soon,window,image.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
F068,Secret Cure Confirmed by Sources,"behind,debate,crime,conference,seem,study,green.,owner,door.,natural,safe,strong,box,tonight,whole.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R015,New Report on Election,"possible,baby,pattern,case,commercial.,stuff,foot,door.,focus,born,interesting,democratic,interest,owner.,experts,discuss,ongoing,developments,election.",REAL
R147,New Report on Climate Change,"ten,law,another,third,indeed,born.,since,effect,upon,purpose,happen,tv.,possible,program,attorney,act.,site,participant,design,skill.,experts,discuss,ongoing,developments,climate,change.",REAL
F198,Government Cover-Up Confirmed by Sources,"big,kid,decade,serve,nation.,state,give,open,radio.,street,morning,including,us.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R081,New Report on Climate Change,"easy,single,stay,audience,each.,experts,discuss,ongoing,developments,climate,change.",REAL
F050,Aliens Confirmed by Sources,"return,power,decade,quality,energy,claim.,yeah,year,listen,turn.,common,begin,address,professor,until.,—,shocking,claims,aliens,surface,internet.",FAKE
F162,Celebrity Scandal Confirmed by Sources,"social,tree,lead,cover,total,foreign.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R028,New Report on Technology Breakthrough,"break,player,citizen,world,stop.,teach,yeah,deal,experience,agent,major,production.,space,tv,us.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R195,New Report on Budget Report,"population,even,turn,drop,doctor,wonder,debate.,season,training,reflect,approach,baby,action,song.,seat,team,certain,court,finally.,experts,discuss,ongoing,developments,budget,report.",REAL
F116,Aliens Confirmed by Sources,"traditional,television,bank,firm,name.,—,shocking,claims,aliens,surface,internet.",FAKE
R018,New Report on Research,"mouth,phone,author,order,score.,ball,reduce,scene.,prove,task,part,face.,experts,discuss,ongoing,developments,research.",REAL
F073,Immortal Jellyfish Confirmed by Sources,"turn,argue,law,others,perhaps,us.,especially,office,allow,new,feeling,shake.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F059,Miracle Drug Confirmed by Sources,"senior,film,research.,many,suggest,say,glass.,lose,third,low,level,society,region,maybe.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R078,New Report on Budget Report,"bar,staff,job,on.,pass,whatever,shake,daughter.,cause,protect,catch,art,perhaps.,experts,discuss,ongoing,developments,budget,report.",REAL
F216,Secret Cure Confirmed by Sources,"moment,campaign,similar,nice,evening,white,seven.,deal,city,tell,here.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F206,Celebrity Scandal Confirmed by Sources,"detail,face,fund,everything,specific,involve,beat.,majority,trip,together,possible,upon,consider,myself.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R036,New Report on Research,"wrong,name,free,back,camera,many,break.,back,stage,run,wife,last.,experts,discuss,ongoing,developments,research.",REAL
F104,Aliens Confirmed by Sources,"baby,kind,next,drive.,modern,garden,case,heavy,even,responsibility.,sing,hear,scene,high,reflect.,—,shocking,claims,aliens,surface,internet.",FAKE
F000,Hoax Confirmed by Sources,"future,event,everyone.,couple,nearly,focus,particularly,two,sound.,—,shocking,claims,hoax,surface,internet.",FAKE
R136,New Report on Education,"city,majority,fight,similar,fill.,market,third,woman,decide,present,according.,experts,discuss,ongoing,developments,education.",REAL
F019,Immortal Jellyfish Confirmed by Sources,"company,fund,race,likely,able,forward,wall.,gas,feel,table,condition,director.,vote,organization,now.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R012,New Report on Technology Breakthrough,"never,fact,network,stay,soon,no.,great,increase,school,former,agency,tend,scene.,condition,suddenly,north,common.,tend,nearly,century,sea.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R052,New Report on Education,"compare,stuff,threat,north.,experts,discuss,ongoing,developments,education.",REAL
R123,New Report on Climate Change,"center,card,onto,meet.,great,relationship,central,involve.,fall,customer,behind,well.,experts,discuss,ongoing,developments,climate,change.",REAL
F040,Government Cover-Up Confirmed by Sources,"detail,reach,safe,choice,reality.,result,cover,crime,physical,benefit,outside,organization.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R160,New Report on Climate Change,"stage,type,wait,work.,experts,discuss,ongoing,developments,climate,change.",REAL
F067,Immortal Jellyfish Confirmed by Sources,"miss,thus,conference,involve,itself.,among,impact,model,close,return,wonder,she.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R069,New Report on Research,"recognize,feeling,trial,middle,together,process,trade.,speech,provide,yet,action.,race,city,head,like,without,fish,approach.,experts,discuss,ongoing,developments,research.",REAL
F160,Mind Control Confirmed by Sources,"admit,sense,say,race.,available,bit,price.,risk,range,half,opportunity,form,dinner,often.,—,shocking,claims,mind,control,surface,internet.",FAKE
F053,Hoax Confirmed by Sources,"keep,often,simple,ever,training,style.,hour,star.,agree,green,stay,century,professional,former,doctor.,—,shocking,claims,hoax,surface,internet.",FAKE
R074,New Report on Education,"guy,rule,cover.,field,budget,station,police.,leader,never,business,floor.,experts,discuss,ongoing,developments,education.",REAL
R007,New Report on Election,"put,area,game,likely,condition,agent,part.,effort,measure.,sport,information,interest,fight,something,data.,experts,discuss,ongoing,developments,election.",REAL
R119,New Report on Climate Change,"quality,fill,night,worry.,history,house,smile.,pressure,including,approach,air.,experts,discuss,ongoing,developments,climate,change.",REAL
R087,New Report on Budget Report,"sort,term,reduce,purpose,choice.,cold,tree,support,religious,real,option,method,answer.,month,somebody,beautiful,small.,already,story,experience,police,image.,experts,discuss,ongoing,developments,budget,report.",REAL
F145,Miracle Drug Confirmed by Sources,"purpose,five,true,start,seven,recently.,better,across,senior,section,tend.,main,ahead,cause,year,success,statement,politics,response.,suddenly,far,may,character.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R065,New Report on Budget Report,"one,material,glass.,last,behind,record,feel,tv,specific,themselves.,two,happy,gun,walk,democrat,together,side.,research,pull,kitchen.,experts,discuss,ongoing,developments,budget,report.",REAL
R208,New Report on Budget Report,"ready,agree,ball.,describe,major,american,level,anything,do.,tonight,structure,enter,imagine.,experts,discuss,ongoing,developments,budget,report.",REAL
R048,New Report on Budget Report,"morning,rock,outside,commercial,win,meeting,fund,of.,one,shoulder,involve,win,sign.,table,land,line,expect.,experts,discuss,ongoing,developments,budget,report.",REAL
F076,Aliens Confirmed by Sources,"various,story,time,red,population,food.,send,rise,political,model.,—,shocking,claims,aliens,surface,internet.",FAKE
R019,New Report on Policy,"congress,assume,know,mother,road,tree,still.,experts,discuss,ongoing,developments,policy.",REAL
F115,Immortal Jellyfish Confirmed by Sources,"travel,reason,court,animal,your.,without,politics,remember,behavior,ever,ago,value,support.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
